"","PUMA00","PUMA10","ADJINC","AGEP","CIT","COW","ENG","FER","INTP","JWMNP","LANX","MAR","MIG","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","ANC1P05","ANC1P12","DECADE","DIS","ESR","FOD1P","HICOV","NATIVITY","NOP","OCCP10","OCCP12","PERNP","PINCP","POBP05","POBP12","PRIVCOV","PUBCOV","RAC1P","SCIENGP","WAOB","FENGP","PWGTP"
"17607",4401,-9,1071861,44,3,1,1,NA,0,142,1,1,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,44800,40,291,-9,3,2,1,NA,1,1,NA,"7010","N.A.",44800,44800,217,-9,1,2,9,NA,4,0,20
"17608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17609",2708,-9,1071861,29,5,1,2,2,0,NA,1,1,1,2,1,2,1,3,0,0,0,2,20,0,2,0,0,0,NA,225,-9,7,2,3,NA,1,2,NA,"4600","N.A.",0,0,316,-9,1,2,1,NA,3,0,25
"17610",3302,-9,1094136,22,1,1,NA,2,0,12,2,5,1,3,5,3,3,3,0,0,0,1,19,0,2,0,0,28000,42,215,-9,NA,2,1,NA,1,1,NA,"5700","N.A.",28000,28000,6,-9,1,2,9,NA,1,0,14
"17611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17613",-9,7317,1041654,40,1,1,NA,NA,0,NA,2,5,1,3,1,1,1,2,22000,0,0,1,21,0,1,0,0,52000,40,-9,22,NA,2,3,1901,1,1,NA,"N.A.","4840",52000,74000,-9,22,1,2,1,2,1,0,12
"17614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17615",8101,-9,1071861,51,1,1,1,NA,0,NA,1,3,1,2,1,2,1,3,11900,0,0,1,18,0,2,0,0,0,NA,920,-9,NA,2,3,NA,2,1,NA,"5700","N.A.",0,11900,20,-9,2,2,2,NA,1,0,13
"17616",5100,-9,1094136,23,4,1,1,NA,0,NA,1,5,1,3,5,3,3,3,0,0,0,2,19,0,1,0,0,0,NA,700,-9,6,2,6,NA,2,2,NA,"4760","N.A.",0,0,205,-9,2,2,6,NA,4,0,18
"17617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17618",8002,-9,1071861,50,1,1,NA,2,0,10,2,1,1,2,5,2,2,3,0,0,0,2,21,0,2,0,0,45000,50,939,-9,NA,2,1,1902,1,1,NA,"4850","N.A.",45000,45000,6,-9,1,2,1,2,1,0,12
"17619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17620",8112,-9,1071861,50,1,1,NA,NA,0,20,2,1,1,3,5,3,3,3,0,0,0,1,20,0,1,0,0,90000,60,50,-9,NA,2,1,NA,1,1,NA,"0220","N.A.",90000,90000,17,-9,1,2,1,NA,1,0,37
"17621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17623",3002,-9,1071861,62,1,1,NA,NA,74000,NA,2,1,1,2,2,2,2,3,0,0,0,1,18,0,1,0,0,0,NA,50,-9,NA,1,6,NA,1,1,NA,"7200","N.A.",0,74000,6,-9,1,2,1,NA,1,0,29
"17624",-9,3719,1024037,65,1,6,NA,NA,0,NA,2,1,1,3,5,3,3,3,0,0,0,1,20,9200,2,0,0,0,10,-9,939,NA,2,1,NA,1,1,NA,"N.A.","2145",9200,9200,-9,6,1,1,1,NA,1,0,8
"17625",7100,-9,1071861,39,4,1,2,2,0,25,1,1,1,2,5,2,2,3,0,0,0,1,21,0,2,0,0,52000,40,785,-9,6,2,1,6201,1,2,NA,"0800","N.A.",52000,52000,247,-9,1,2,6,2,4,0,12
"17626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17628",-9,3767,1041654,58,4,NA,1,NA,0,NA,1,2,3,3,5,3,3,3,0,0,15000,1,12,0,2,0,40,0,NA,-9,109,4,1,6,NA,1,2,NA,"","",0,15040,-9,151,2,1,1,NA,5,0,2
"17629",5420,-9,1071861,59,2,3,NA,NA,0,142,2,1,3,3,5,3,3,3,0,0,0,1,22,0,2,0,0,90000,40,599,-9,4,2,1,5501,1,1,NA,"2310","N.A.",90000,90000,78,-9,1,2,2,1,2,0,7
"17630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17631",-9,3740,1008425,64,1,2,NA,NA,0,NA,2,1,1,2,5,2,2,3,0,0,19500,1,19,0,1,0,25800,0,NA,-9,46,NA,1,6,NA,1,1,NA,"N.A.","5620",0,45300,-9,6,1,2,1,NA,1,0,7
"17632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17633",-9,3733,1008425,60,4,1,4,NA,0,40,1,5,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,14000,3,-9,226,5,1,1,5003,1,2,NA,"N.A.","4230",14000,14000,-9,312,2,1,1,1,3,0,13
"17634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17636",-9,7110,1008425,25,1,1,1,2,0,20,1,5,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,26400,40,-9,210,NA,2,1,5301,1,1,NA,"N.A.","0350",26400,26400,-9,6,1,2,8,2,1,0,11
"17637",-9,8302,1041654,30,1,5,NA,NA,0,10,2,5,3,2,5,2,2,2,0,0,0,2,20,0,1,0,0,58000,50,-9,32,NA,2,4,NA,1,1,NA,"N.A.","2340",58000,58000,-9,20,1,1,1,NA,1,0,24
"17638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17639",-9,3729,1041654,26,1,4,NA,NA,0,NA,2,5,1,2,5,2,2,3,0,0,0,2,21,0,1,0,0,6000,30,-9,22,NA,2,6,2414,1,1,NA,"N.A.","2200",6000,6000,-9,2,1,2,1,1,1,0,36
"17640",600,-9,1071861,31,1,1,NA,2,0,35,2,1,1,3,5,3,3,3,0,0,0,1,19,0,2,0,0,24800,40,88,-9,NA,2,1,NA,1,1,NA,"5610","N.A.",24800,24800,53,-9,1,2,1,NA,1,0,2
"17641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17643",1504,-9,1071861,24,5,6,3,NA,0,20,1,1,1,3,5,3,3,3,0,0,0,1,17,18000,1,0,0,0,35,171,-9,7,2,1,NA,2,2,NA,"6230","N.A.",18000,18000,164,-9,2,2,1,NA,5,0,34
"17644",2207,-9,1094136,58,3,2,1,NA,0,25,1,1,1,3,5,3,3,3,0,0,0,1,19,0,2,0,0,67000,40,720,-9,4,2,1,NA,1,1,NA,"3655","N.A.",67000,67000,215,-9,1,2,6,NA,4,0,29
"17645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17646",-9,8504,1024037,58,1,3,NA,NA,0,40,2,1,1,3,5,2,3,3,0,0,0,1,16,0,2,0,0,22000,45,-9,999,NA,2,1,NA,1,1,NA,"N.A.","4610",22000,22000,-9,42,1,2,1,NA,1,0,16
"17647",2405,-9,1094136,36,1,6,1,2,0,10,1,1,1,3,5,3,3,3,0,0,0,3,20,32000,2,0,0,0,15,210,-9,NA,2,1,NA,1,1,NA,"4510","N.A.",32000,32000,6,-9,1,2,1,NA,1,0,19
"17648",-9,105,1041654,65,1,NA,NA,NA,0,NA,2,3,1,2,3,2,2,3,0,0,0,1,21,0,2,0,6000,0,NA,-9,32,NA,2,6,5200,1,1,NA,"","",0,6000,-9,36,2,1,1,1,1,0,11
"17649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17650",-9,3747,1008425,63,1,6,NA,NA,8000,NA,2,5,1,3,5,3,3,3,0,0,0,1,21,36900,2,0,0,0,20,-9,178,NA,2,1,6000,1,1,NA,"N.A.","2145",36900,44900,-9,55,1,2,1,2,1,0,14
"17651",-9,5303,1024037,43,1,3,NA,NA,0,50,2,1,1,3,5,3,3,3,0,0,17400,1,12,0,1,0,0,63000,40,-9,210,NA,2,1,NA,1,1,NA,"N.A.","6440",63000,80400,-9,6,1,2,1,NA,1,0,53
"17652",-9,5907,1008425,35,1,3,NA,2,0,60,2,5,1,3,5,3,3,3,0,0,0,1,20,0,2,0,0,50000,40,-9,939,NA,2,1,NA,1,1,NA,"N.A.","5520",50000,50000,-9,6,1,2,1,NA,1,0,13
"17653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17655",-9,7322,1008425,37,1,1,1,NA,0,30,1,1,3,3,5,3,3,3,0,0,0,1,16,0,1,0,0,68000,40,-9,210,NA,2,1,NA,1,1,NA,"N.A.","6200",68000,68000,-9,6,1,2,1,NA,1,0,48
"17656",1503,-9,1094136,24,1,1,NA,2,0,10,2,5,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,70000,40,706,-9,NA,2,1,2407,1,1,NA,"1530","N.A.",70000,70000,36,-9,1,2,6,1,1,0,24
"17657",-9,3742,1008425,28,1,1,1,2,0,5,1,5,1,3,5,3,3,3,0,0,0,3,22,0,2,0,0,25000,40,-9,211,NA,2,1,6207,1,1,NA,"N.A.","5700",25000,25000,-9,6,2,1,8,2,1,0,19
"17658",-9,3712,1008425,48,1,1,NA,2,0,30,2,1,1,3,5,3,3,3,0,0,0,1,16,0,2,0,0,42000,50,-9,902,NA,2,1,NA,1,1,NA,"N.A.","0350",42000,42000,-9,6,1,2,2,NA,1,0,9
"17659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17661",3502,-9,1071861,33,4,1,2,1,0,5,1,5,3,2,5,2,2,3,0,0,0,1,19,0,2,0,0,30200,24,290,-9,5,2,1,NA,1,2,NA,"3500","N.A.",30200,30200,303,-9,2,1,1,NA,3,0,11
"17662",-9,300,1041654,60,1,6,NA,NA,0,NA,2,1,1,1,2,3,3,3,0,0,0,2,20,19200,2,0,0,0,30,-9,26,NA,2,2,NA,1,1,NA,"N.A.","5000",19200,19200,-9,4,1,2,3,NA,1,0,7
"17663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17665",3800,-9,1071861,57,1,3,NA,NA,0,10,2,3,1,3,5,3,3,3,0,0,0,1,23,0,2,0,0,64000,56,999,-9,NA,2,1,5200,2,1,NA,"2310","N.A.",64000,64000,12,-9,2,2,1,1,1,0,10
"17666",-9,3726,1041654,24,1,NA,NA,2,0,NA,2,5,1,2,3,2,2,2,0,0,5700,1,18,0,2,6900,0,0,NA,-9,22,NA,1,6,NA,1,1,NA,"","",0,12600,-9,6,1,1,1,NA,1,0,27
"17667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17668",2406,-9,1094136,56,5,1,2,NA,0,45,1,1,1,3,5,3,3,3,2200,0,0,1,16,0,2,0,0,38000,40,720,-9,6,2,1,NA,1,2,NA,"5620","N.A.",38000,40200,233,-9,1,2,6,NA,4,0,13
"17669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17670",-9,9703,1024037,59,1,NA,NA,NA,0,NA,2,3,3,2,5,2,2,3,0,0,0,1,20,0,2,0,14000,0,NA,-9,939,NA,1,6,NA,1,1,NA,"","",0,14000,-9,36,2,1,1,NA,1,0,26
"17671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17672",7100,-9,1071861,50,1,1,NA,NA,0,35,2,1,1,3,5,3,3,3,0,0,0,1,20,0,1,0,0,110000,65,148,-9,NA,2,1,NA,1,1,NA,"5000","N.A.",110000,110000,6,-9,1,2,1,NA,1,0,12
"17673",-9,9701,1024037,35,4,1,2,2,0,NA,1,1,3,2,5,2,2,3,0,0,0,1,21,0,2,0,0,0,NA,-9,750,5,2,6,6004,1,2,NA,"N.A.","4020",0,0,-9,217,1,2,6,2,4,0,22
"17674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17675",-9,7301,1041654,35,1,7,NA,2,0,10,2,1,1,3,5,2,2,3,0,0,0,1,22,0,2,0,0,80000,55,-9,32,NA,2,1,5200,1,1,NA,"N.A.","0010",80000,80000,-9,4,1,2,1,1,1,0,18
"17676",-9,7303,1008425,20,1,1,1,NA,0,20,1,5,3,3,5,3,3,3,0,0,0,2,19,0,1,0,0,2000,30,-9,740,NA,2,1,NA,2,1,NA,"N.A.","4150",2000,2000,-9,6,2,2,6,NA,1,0,15
"17677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17679",-9,1304,1008425,49,1,1,NA,NA,2400,25,2,5,1,2,3,2,1,3,0,0,0,1,22,0,1,0,0,130000,45,-9,148,NA,2,1,6200,1,1,NA,"N.A.","4920",130000,132400,-9,6,1,2,1,2,1,0,16
"17680",-9,7504,1041654,36,1,1,NA,NA,0,NA,2,1,1,3,1,1,1,2,9000,0,0,1,21,0,1,0,0,83000,45,-9,26,NA,2,3,6002,1,1,NA,"N.A.","1030",83000,92000,-9,50,1,2,1,2,1,0,37
"17681",-9,6712,1024037,41,1,1,NA,NA,0,15,2,3,1,3,5,3,3,3,0,0,0,1,22,0,1,0,0,89000,50,-9,996,NA,2,1,6402,1,1,NA,"N.A.","0430",89000,89000,-9,18,1,2,1,2,1,0,14
"17682",-9,7301,1024037,45,1,1,NA,NA,200,45,2,5,1,3,5,3,3,3,0,0,0,1,21,0,1,0,0,92000,45,-9,51,NA,2,1,2102,1,1,NA,"N.A.","1010",92000,92200,-9,25,1,2,1,1,1,0,23
"17683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17684",-9,7107,1041654,47,1,NA,NA,NA,0,NA,2,5,1,3,3,3,2,3,0,0,0,1,12,0,1,0,19600,0,NA,-9,939,NA,1,6,NA,1,1,NA,"","",0,19600,-9,6,2,1,1,NA,1,0,14
"17685",-9,3763,1008425,65,5,NA,4,NA,0,NA,1,2,1,2,5,2,2,3,0,0,0,1,1,0,2,0,0,0,NA,-9,210,7,2,6,NA,2,2,NA,"","",0,0,-9,303,2,2,1,NA,3,0,14
"17686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17688",-9,3717,1024037,45,4,1,1,NA,200,35,1,1,1,3,5,3,3,3,0,0,0,1,21,2600,1,0,0,68000,40,-9,782,5,2,1,2406,1,2,NA,"N.A.","1360",70600,70800,-9,240,1,2,6,1,4,0,11
"17689",-9,3704,1024037,30,1,1,NA,NA,0,55,2,5,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,119000,80,-9,32,NA,2,1,NA,1,1,NA,"N.A.","2600",119000,119000,-9,6,1,2,1,NA,1,0,27
"17690",1601,-9,1071861,38,1,1,2,2,0,25,1,3,1,3,5,3,3,3,0,0,0,1,20,0,2,0,0,22700,28,924,-9,NA,2,1,NA,1,1,NA,"9000","N.A.",22700,22700,6,-9,1,2,1,NA,1,0,20
"17691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17692",6801,-9,1094136,31,1,1,NA,NA,0,60,2,5,3,3,5,3,3,3,0,0,0,1,19,0,1,0,0,50000,45,21,-9,NA,2,1,NA,1,1,NA,"7200","N.A.",50000,50000,6,-9,1,2,1,NA,1,0,30
"17693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17694",-9,7507,1041654,52,1,3,NA,NA,0,NA,2,1,1,2,5,2,2,3,0,0,30000,1,18,0,1,0,0,0,NA,-9,902,NA,2,6,NA,1,1,NA,"N.A.","2400",0,30000,-9,6,1,2,2,NA,1,0,15
"17695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17696",8105,-9,1094136,30,1,NA,2,1,0,NA,1,5,1,2,5,2,2,3,3600,8400,0,1,18,0,2,0,0,0,NA,235,-9,NA,2,6,NA,1,1,NA,"","",0,12000,6,-9,2,1,8,NA,1,0,38
"17697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17698",7607,-9,1094136,27,1,1,1,2,0,30,1,1,1,3,5,3,3,3,0,0,0,1,18,0,2,0,0,60000,40,939,-9,NA,2,1,NA,1,1,NA,"4700","N.A.",60000,60000,35,-9,1,2,1,NA,1,0,38
"17699",-9,2902,1041654,62,1,1,NA,NA,0,30,2,1,1,3,5,3,3,3,0,0,7600,1,16,0,1,0,0,98000,50,-9,939,NA,2,1,NA,1,1,NA,"N.A.","7020",98000,105600,-9,36,1,2,1,NA,1,0,10
"17700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17702",2401,-9,1094136,22,1,1,NA,2,0,NA,2,5,1,2,3,2,2,2,0,0,0,2,16,0,2,0,0,0,NA,22,-9,NA,2,6,NA,1,1,NA,"4110","N.A.",0,0,34,-9,1,2,1,NA,1,0,20
"17703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
